IssuerSize,NoBonds,OAS,Warf,DWexEurope,Europe,EuropePeriphery,Automotive,BasicIndustry,CapitalGoods,ConsumerGoods,Healthcare,Leisure,Media,Retail,Services,TechnologyElectronics,Telecommunication,Transportation
1442.3,4,303.771184090507,1350,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1250.0,1,200.869132295594,1350,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1230.0,3,342.817612937462,1350,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1400.0,3,304.541082254788,1766,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1400.0,2,242.308295873919,1766,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1200.0,1,290.475377277477,1350,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1250.0,2,325.004688192526,940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1300.0,2,277.97181574395,2220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1300.0,2,167.840028201404,940,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1298.25,2,308.835272911421,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250.0,1,323.002538984435,2220,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1394.36,2,246.746565917159,1350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1275.0,2,212.900268676101,2720,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500.0,2,303.791810683623,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449.0,4,154.401298171994,940,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1390.0,3,291.139919796104,2720,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1600.0,2,288.902537300714,1766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499.0,2,297.771529186103,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649.9,3,184.65093631847,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469.876,4,262.339992926039,940,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2090.0,3,81.6019703023556,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450.746,2,290.094676739807,940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1500.0,2,144.139909882806,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700.0,2,268.073487870391,1350,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1600.0,2,257.229263577079,1350,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1748.875,3,248.538403592517,940,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1800.0,3,257.41632335731,1766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750.0,3,229.236745975271,940,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8313.013,11,428.03425185998,940,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18082.231,11,371.251227806124,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2250.0,4,371.522747331798,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5825.0,8,348.763956480904,940,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3097.613,4,243.115008990516,940,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1239.0,2,436.012620891452,1350,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7950.0,9,366.828927273036,1766,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2309.65,4,258.771873528738,940,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1585.0,3,312.051281270364,940,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1500.0,2,576.787200526415,3490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825.0,2,443.962144226523,2220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1750.0,2,452.873544637919,1766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2225.0,5,454.812707976387,1766,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1138.029,2,441.637877712464,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100.0,3,308.561394396819,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535.0,4,264.746764959434,940,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10993.2,10,326.027262455277,940,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5475.35,5,451.591659408241,940,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1410.0,3,380.490940364245,1766,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1595.0,2,607.899961157008,3490,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
4850.0,4,551.860556549765,2720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925.0,1,527.146225690111,2720,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5700.0,6,448.017835436147,1766,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3600.0,5,270.244551085249,940,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4250.0,9,247.582095698977,940,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2534.0,5,347.42569309131,940,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
4045.655,6,410.385118287675,1766,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8986.003,10,276.886219493578,940,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2078.4,3,386.890213443346,940,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1712.3,2,324.916488373668,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910.0,1,510.48654136694,2720,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2605.109,5,406.936866302903,1766,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5708.111,5,414.403865336238,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1500.0,2,423.99410605323,1766,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6700.0,8,418.98404946696,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1042.5,2,575.334336279608,3490,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3110.0,2,291.958016260557,940,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700.0,4,584.161867557977,2720,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4400.0,4,496.926833426939,1766,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1250.0,2,538.625612713232,1766,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4050.0,5,348.384441102449,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350.0,3,560.656644615136,2220,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9760.0,7,354.599267375089,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000.0,2,539.08026604316,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984.82,3,602.726733931884,2720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4404.71,5,386.621093005438,940,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1498.815,3,566.762076570431,2720,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3775.0,6,374.730331106568,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000.0,3,369.303004311198,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250.0,2,376.602060891567,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3050.0,2,379.450343267401,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4350.0,4,520.433456971741,1766,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3402.129,4,461.454061615749,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3850.0,6,387.074037956707,940,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
10948.728,8,464.925119970467,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2850.0,4,406.731094236376,940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2250.0,1,675.6660010109,3490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500.0,1,346.995273880881,940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
987.43,1,584.923536666748,2720,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3535.9,5,612.868760421591,2220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4100.0,5,496.202913427769,1350,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1800.0,2,646.185088375154,2720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825.0,2,607.046731673181,2720,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5812.458,9,435.403331496174,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
700.0,1,702.599092318414,3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000.0,2,419.369070108108,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300.0,4,506.461291201812,1350,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
925.0,3,607.303494262955,2720,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1345.0,3,551.278636766995,2220,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1749.2,1,639.395647267222,3490,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000.0,2,561.890027602662,1350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
800.0,2,704.353373419011,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675.0,6,519.71303121211,1766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1299.45,1,626.34166240453,2220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875.0,1,761.529414722265,3490,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2570.0,4,648.635232910084,2220,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1097.745,3,589.764991637612,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
750.0,1,775.317843305581,3490,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000.0,3,730.029976556776,2720,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1600.0,2,738.365720318139,3490,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1350.0,2,651.645190448418,2220,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1000.0,2,517.690423488589,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000.0,2,726.872458738727,2220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2602.266,2,603.544182726119,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1325.0,1,730.166442678225,2220,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000.0,1,604.118838475568,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3100.0,4,541.002348027247,940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
800.0,1,655.839759403482,2220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1825.0,3,590.789886577451,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775.0,1,803.747687898907,3490,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1950.0,2,555.769710948935,940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
650.0,2,846.112236475065,3490,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
700.0,2,679.634225624005,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049.019,3,785.871154849013,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299.0,2,742.569229512495,2720,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1230.0,3,770.051566347165,2220,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
625.0,1,764.116616207345,2720,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1000.0,1,599.994256013169,940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
700.0,2,775.405609567713,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850.0,2,840.894773077392,2720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
700.0,1,657.255180093487,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750.0,1,892.840681359846,3490,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1450.0,2,618.135398836924,940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
750.0,1,792.375597849869,2720,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
780.0,1,859.222839853555,2720,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3475.0,5,919.693131644133,3490,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4579.98,5,820.529768423949,2720,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1000.0,2,611.25696374341,940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
875.0,2,829.685389513136,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
900.0,2,845.81284908048,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199.851,4,847.996193259874,2720,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
925.0,2,856.459620074638,2720,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
500.0,1,985.8318622681848,3490,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1400.0,3,946.36525978828,2720,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
600.0,1,985.8318622681848,3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200.0,2,985.8318622681848,3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808.0,3,985.8318622681848,3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500.0,2,985.8318622681848,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650.0,1,985.8318622681848,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500.0,1,985.8318622681848,3490,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
800.0,2,903.258706186268,1766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
867.0,3,985.8318622681848,3490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1300.0,3,949.654698105707,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600.0,2,985.8318622681848,2720,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19392.303,7,985.8318622681848,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700.0,2,980.901740109497,1766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1599.99,4,261.953087667729,3490,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15660.634,14,235.526267342066,2220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2737.001,6,260.693565312206,2720,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1800.0,3,281.860247378669,2720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6298.5,10,273.495383558509,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149.87,3,143.199073568498,1766,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20570.0,19,100.59483432449,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3685.837,5,314.244675400561,3490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9011.313,5,187.279017937038,1350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10700.0,9,207.300266808655,1766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553.99,4,253.962147024193,2220,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6920.227,9,226.542187770434,1766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314.04,4,174.953357745563,1350,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2349.0,2,319.448641845248,2720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460.0,2,263.640258524036,2720,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2373.8,5,261.001430865894,2720,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1712.0,2,297.36394306191,3490,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3650.0,4,190.350316929971,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250.0,4,231.923765853942,2220,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2115.0,6,315.111166057591,2720,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16076.581,11,244.660992797619,2720,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2396.296,4,240.730273384298,2220,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008.576,4,252.798189286604,1766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3350.0,4,204.086120545743,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27104.435,25,134.843828221793,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10023.903,9,194.632038647375,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252.383,4,324.52184029003,2720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2300.0,6,198.744930302231,1350,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5134.224,8,260.327387775828,2720,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1808.3,2,223.812606602678,2220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6317.94,8,246.013025295457,2720,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2300.0,2,212.681184897286,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030.0,5,215.049772058109,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5154.92,8,267.049113737389,2720,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4348.281,4,302.328414215173,2220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321.201,2,348.981245935577,2720,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4495.511,5,255.97418066268,2220,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2200.0,4,217.930680959026,1766,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1152.25,2,389.897776615231,3490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550.0,3,325.025549090132,2220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100.0,1,228.252752404726,1766,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8262.65,7,278.293282252133,2720,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8940.583,8,309.443497841765,3490,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10097.64,7,199.077838875737,1766,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4249.533,2,283.317066709139,2220,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2250.0,3,203.984147753197,1766,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2748.828,3,395.702608730172,3490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950.0,2,395.910862885657,3490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500.0,3,284.21534931029,2720,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1700.0,2,228.421177350929,1766,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3861.95,6,237.34541584507,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250.0,3,226.887020551626,1766,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2615.0,4,308.72361104639,2720,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1868.0,3,390.124369645245,3490,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1600.0,3,245.260621235943,1766,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5350.0,3,310.913102072251,2720,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3800.0,4,280.059483943722,1766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250.0,2,321.317218187336,3490,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11791.271,10,205.61720752195,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000.0,2,284.939217988882,2220,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1549.995,1,374.685258130407,2720,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1637.032,2,253.167600057714,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8798.825,5,333.511644784399,3490,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1882.387,3,272.614309641159,2220,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24009.192,12,289.601758936654,2220,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2225.0,5,296.059108122476,1766,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13470.775,10,219.637019878402,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2725.0,2,272.218904252849,2220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3100.0,5,276.526806662234,2220,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2950.0,3,221.413031993565,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5280.0,9,191.515153208195,940,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2997.534,4,301.996222001086,2220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,9,125.36639772238,940,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2069.876,6,194.945856745955,940,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5376.682,7,195.320730285505,940,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3550.0,5,156.029906113428,940,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2550.0,3,319.871738268804,1766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972.155,7,268.674671257388,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850.0,3,229.884476317477,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200.0,5,256.676585991203,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550.0,4,318.670737391449,2720,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1448.8,3,319.303848050601,2720,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1800.845,3,270.219197780107,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11313.079,7,231.399926639845,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10008.606,9,290.596259598151,2220,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7040.0,11,203.70044531707,940,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1552.0,3,355.500868915503,2220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5297.9,6,196.449886597552,1350,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2250.0,3,357.292858975065,2720,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1650.0,3,265.723976480582,1350,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6803.132,6,237.835512977977,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6044.99,5,277.11628813597,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000.0,3,135.439979474023,940,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2150.0,1,319.325514172387,2220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4100.0,3,209.894533890975,940,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2200.0,2,363.243244140451,2720,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18834.264,12,242.482978925269,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1250.0,2,379.413235764993,2220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600.0,3,306.595599504286,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192.0,4,182.522004771256,940,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6242.842,8,372.648337385272,2220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1550.0,2,359.430048369582,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2244.025,2,250.688940886225,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857.2,4,251.151265256553,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,4,211.008678618592,1350,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4030.0,5,297.012906756578,1766,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11337.316,10,279.436102092192,1766,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2250.0,3,187.935484193428,940,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8110.11,10,293.035599555314,1350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4450.0,5,392.429267707352,2220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250.0,2,197.241100904759,1350,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7247.514,8,267.67661850899,1766,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5500.0,5,287.985802513636,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5997.516,6,162.002307724049,940,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4402.129,5,262.519593139131,940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3093.979,7,271.694592833438,1766,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6675.0,9,208.950762227025,940,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3947.6,5,247.375346768345,1350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4545.655,6,343.783532791836,2220,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1825.0,2,307.509664604968,2220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4400.0,5,247.686379748162,940,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
250.0,1,792.0686221193635,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250.0,1,792.0686221193635,3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250.0,1,792.0686221193635,3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390.0,1,792.0686221193635,3490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250.0,1,606.489466902308,2220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250.0,1,319.557767671261,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250.0,1,792.0686221193635,3490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250.0,1,236.812804036108,1766,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250.0,1,251.800782985787,940,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250.0,1,544.67600414188,2720,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250.0,1,696.475174595744,3490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250.0,1,404.804089371992,1766,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
250.0,1,494.000857892738,2720,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
250.0,1,316.807729850475,1766,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
250.0,1,460.60991481917,2220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250.0,1,325.73429628417,3490,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
250.0,1,265.25591290611,1766,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
250.0,1,424.23619058888,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250.0,1,676.241544961534,3490,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250.0,1,281.657275253979,2220,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300.0,1,383.003731547592,1766,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
250.0,1,179.779828141322,1350,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
